moviesName,moviesRatings,moviesNumbers,moviesComment
小萝莉的猴神大叔 Bajrangi Bhaijaan,8.4,82966,"['近期唯一泪眼朦胧的电影，不能说电影拍的有多好，只是题材上升到了一种高度，宗教，政府，国家其实都是为人服务的，在爱的面前，这些都要让路，人性是能冲破这种种隔阂最后让奇迹出现发出呐喊声音的，也能判断是非对错的，哪怕那些违犯法律，制度，可这尊重人性，最后的最后那场景的确很震撼。', '虽说故事距离现实太遥远（印度教与穆斯林的冲突，社会安全状况），但电影拍得真的很好。故事讲得好，很感人，某种意义上很真实（如果不是真的了解印度）。歌舞片段很节制。配乐烘托到位。自然环境的呈现直追BBC。能把主旋律拍成这个效果，堪称神作。', '难道是政治阻止了爱？圣母婊以为爱可以战胜一切', '5星拿走！每天活的够现实了，你还要求电影里处处现实干什么呢。预祝拿奖。', '在真正深切的爱意与人性的光芒之下，一切由于偏见和狭隘而被塑造出来的障碍——不同的信仰、对立的政治、分割的土地，都不再重要。']"
再次出发之纽约遇见你 Begin Again,8.5,73691,"['现代都市小清新，在纽约的各个角落讲故事。捕捉城市的声音这想法好棒啊，真希望乐队的段落能再多一点，看不够。当然，相比《曾经》，这部被打磨得更加美国化了，很多棱角没有了。而且曾经的歌也更好听一些……另外，KK的衣服都特别好看！！', '我知道它不完美。我知道爱上和音乐生活的人是什么感觉，也记得他开始给其他女人写歌时，是什么感觉。KK比我想的好太多。Mark和Adam是两个阶段，别做谁的fucking缪斯，记住这一刻就够了。分享歌单踩街曾是我年轻时的恋爱法则，现在都不再重要，想到这，又哭了出来。Mark演的特别好，我爱每一个瞬间。', '电影给4星，歌曲加一星。原声带真的是要进入本年度最佳电影原声候选了。', '好听、好看的小清新。最棒的是两人没上床，连个吻都没有。', '增强版《Once》，音乐还是非常好听，整个故事很清新很温暖，《大地惊雷》的小姑娘很抢眼，可惜后面不够出彩了。但总感觉缺了点《Once》里那种真诚、伤痛和爱的错失，略有些甜腻。不过仍然是非常好看非常舒服的电影。']"
追随 Following,8.9,30962,"['牛B导演都是从年轻时候就牛B起来的。', '我曾经跟踪过一对陌生情侣，因为他们走的太快了，完全不符合正常情侣的步速，这让我好奇。当他们拐进路边的快捷酒店时，一切疑云烟消云散。', '两个发现，一个主角叫Cobb，另一个主角房门上有个蝙蝠侠标志。', '“虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相。”区区6000美元的成本，克里斯托弗·诺兰一人负责导演、编剧、摄影、剪辑，虽不及《美国丽人》、《肖申克的救赎》那样的经典处女作，但也绝对可称之为传奇，短小精干，非线性叙事的佳作。★★★★★', '我就是那种讨厌的不爱看故事的人怎么着了？特别是以创造意外结局和玩儿叙事为终极目的的片子。']"
聚焦 Spotlight,8.8,48180,"['明年的奥斯卡最佳影片和最佳改编剧本的最大热门，不仅三观正，片子的完成度也非常高！片子的拍法和这群新闻人很像，客观冷静理性，干净利落不煽情，剧本是非常传统的类型片叙事套路，既扎实又踏实，剧组的团队精神就像精彩的群戏表演，没有任何主创抢风头，凝聚到一起却力量十足，让人敬畏。★★★★', '四星半 其实我觉得最能挖的是rapist may have been raped这一点', '“怎么忍心拒绝上帝？” 各方面都很稳重，碍于太政治和工整，题材也不新鲜，赞赏却不心水。这样的震撼更多来自真实事件本身，作为电影其实没有到8.9分这么好，更像是给纪录片习惯打高分一样。', '奥斯卡最佳影片你好！（从第一篇的影评开始我就预测它拿奖，非常值得！）', '没有猪队友，没有渣Boss，没有性生活。不得不说美国梦真的可以洗脑，每每洗毕都感觉自己也香喷喷的。']"
东京物语 東京物語,9.2,23821,"['刚到东京的时候，妈妈说：“原来东京这么近。”决定离开东京的时候，妈妈说：“东京真的太远了。”', '“兒女們未必不愛自己的父母，他們相信自己是愛的，但卻在日常生活的淘洗中漸次失蹤了那份感情，愛與尊敬只剩下一個自以為是的幻影。”', '片中的纪子，好善良美丽的女人，一个完美的日本女人。', '坟前难进孝子之心\r\n生活平淡的让人揪心\r\n', '寒假的一天，父亲出差，我和母亲一起窝在卧室看电影。她想看热闹点的，我坚持看这部，后来她看睡着了。\r\n当我看着电影里慈祥的老奶奶时，看着熟睡的妈妈，我觉得这就是天下母亲的模样。\r\n']"
一次别离 ????? ???? ?? ?????,8.7,49259,"['伊朗人至少有信仰', 'Bravo. 感受如何完全取决于观影者自身的阅历', '不得不说，近两年的金熊作品，质量都没法跟戛纳威尼斯比。这种故意展现伤痛让人看的作品，实在没有高段到哪里去。', '一个战争与宗教包围着的国度奉献的一部佳作，可以称之为实至名归的金熊奖最佳影片。大量的手持镜头，用客观而冷峻的镜头讲述着两个平凡家庭的琐碎与冲突，人物刻画入木三分，故事的悬念更是凭借着适当的掌控丝丝入扣，直到电影完结仍使观众处在情绪当中。★★★★☆', '格局无需大，笔触只要深。']"
驴得水,8.3,157506,"['这样的剧本，这样的电影，任凭你们怎么说风凉话，都休想模仿出来，国产片的普通货色离它差距太大。', '用喜剧的方式谈悲剧，用讽刺的手法讲人性，为这个故事就值得5星', '锋芒毕露，前所未见的作品，不要当作喜剧片看，剧本是真的厉害！为中国电影骄傲，我们又多了两位优秀的年轻的导演/编剧。', '普通观众全嗨了，说这才是国产佳作;电影专业人员全崩溃了，说这是舞台剧不算是电影。讲真，我觉得当一个作品只剩下它的形式能被人吐槽的时候，已经足以证明其成功。不管它是啥，哪怕我是去电影院看话剧了，我还是觉得，甚好，没错过这个乌龙甚好。', '【C-】比夏洛特烦恼还要话剧化。完全没有填充人物之外的任何银幕内世界信息，所有的镜头都聚焦在演员身上，像在看情景喜剧，简陋的视听语言让几个本该令人触动的情节效果大减。《驴得水》用自己充分向那些“故事至上”的电影观众表达了一个真理：好剧本≠好电影']"
黑鹰坠落 Black Hawk Down,8.7,28431,"['看过最棒的战争片', '是想当作一个任务如何失败的案例来看的。。战斗场面够多，信息量还是不够全。。战争残酷狰狞自不必说，只是只有美方士兵单方面的人性化描画，至于那些发狂的索马里士兵却只是默默而生，默默而死，成不了一个相互沟通的契机。。背景音乐很不错', '经典巷战', '发现这种突击类枪战片的翻拍总有丧尸片的气质，不怕死而且打不完。真实又恐怖的战争，弹壳如雨点般飞落。', '不愧是雷德利斯科特，技术和细节方面太优秀了，交叉剪辑很棒，从38分钟一直打到结尾，大规模巷战场面真实而残酷。高速慢镜、蓝绿布光和滤镜、雷导标志性的烟雾和长焦镜头等手段使影片更加凄美悲壮，属于有风格的现实主义。Hans Zimmer配乐依旧搭调。不过激烈战斗中的部分煽情对白略显刻意。（8.5/10）']"
我爱你 ??? ?????,9,30234,"['你说，如果到人生的尽头，还没找到牵手的人，那咋办啊？', '用力有一点点的··过猛····', '亲在不远游，我不会再离开你们身边了。', '不论到了何时，都不该失去爱的勇气和能量。如若是我，我会选择跟爱人一直走到生命尽头，并一同死去。下辈子能不能重新再在一起？这个答案交由老天来定断。', '这样的片子 韩国好会拍啊 眼泪止不住流']"
千钧一发 Gattaca,8.8,37859,"['是该庆幸这样的电影出现的时候还不是腐女遍地的年代……', '当你有梦想 全世界都会帮你', '现在再看，还挺腐的。。。', '一个凄美的基情故事', '大唐读完《三体》之后，连呼“太真实了”，从某方面来看，科幻的确是一种现实主义，只不过它叙述的不是过去的现实（历史），而是叙述现在和未来的现实。尤其是生物科学，它所衍生的伦理道德、社会问题直接关乎人类的生物性基础，虽然电影本身的故事和节奏略显平慢，但是主题本身的冲突性就已足够抓人了']"
发条橙 A Clockwork Orange,8.5,51199,"['我也想买那个瓷的大JJ', '经典的3p节奏..漂亮干净的画面', '其实也说不出哪好 但早期作为一个伪文青我还是给了5星', 'Stanley Kubrick竟然用《发条橙》解读贝多芬，开头至今令我心有余悸。', '成功预言了杨永信的电击疗法。']"
E.T. 外星人 E.T.: The Extra-Terrestrial,8.6,26857,"['断断续续看过很多次，而且都是很多年前，看完整版还是第一回，自行车突然飞腾的时候多少有些激动。童心与童年爱做的梦，属于童年的故事。', '有史以来最温情的科幻片，喜欢小E.T', '电影超越一切隔阂，以一个单纯却永恒的故事打动人心，片中童话般的情节和寓言式的启示让观众笑中带泪。', '艾里奥特和E.T.一起划过月亮的那一段无限地复活了观众们心中的童话，自行车飞天等场面效果真实、华丽且富有童话的梦幻色彩，特效在这里成为了实现人类梦想的工具。', 'E.T.爹妈就是那种去一趟动物园会把孩子落下，还好几天没发现的糟糕家长吧']"
网络谜踪 Searching,8.6,97456,"['看到结尾回想起一个细节，妈妈电脑里保存的班级电话簿，上面有真凶的联系方式来着，备注写着：家长在警局工作，离异家庭，喜欢玛格。', '非常新颖的表现形式，整个故事都在电脑屏幕上完成，节奏感把握得极好，多处反转出人意料，想起前面的铺垫又觉得顺理成章，悬疑的氛围持续到结束。影片中各式social media玩得极溜，导演说想要通过影片表达网络有时候也不全是negative的。五个主创拍片十三天却在电脑前剪了两年！', '其实抛去形式的话，故事本身还是比较狗血的，反转说服力也欠缺。但因为坚持把所有的镜头都用各种电子荧屏展示，除了电脑页面还有电视新闻、监控录像等等，有种奇异的满足窥探欲的感觉。整部电影就好像在网上找到一个都市传说之后拼命谷歌了两小时看遍各大论坛各种留言的感觉。作为新导演的第一部长篇，把形式拿捏的还是得当，甚至有些太老练了。不过这部电影和亚洲首富连看会令人思考，一部是疯狂拿自己的肤色洗脑，一部是完全隐去...', '为杰伦疯狂打call！', '9.6/10 不带脑子这片子可能会让你震到。仅仅是几台屏幕，外景也没多少;硬是被导演玩的反转再反转，从节奏掌握到剧情漏洞都不漏全部给弄好了。除此之外还有一张帅脸享眼福，还要纠结啥深度呢? PS:影片真火了绝对又有人又要说自己早就猜到Boss,显聪明打低分鸡蛋里挑骨头的。']"
