电影名,评分,短评数量,热评1,热评2,热评3,热评4,热评5
聚焦 Spotlight,8.8,47901,有点像“撞车”，都是群戏电影，每个人都有精湛发挥。聚焦天主教性侵丑闻，凌厉割喉的步步求证。电影最成功的是将亵童和性向做出切割，指出这是教会这一全世界最藏污纳垢组织自上而下的制度性丑恶，看完会让人失去对宗教的所有敬畏。,住在波士顿看这片感觉真是……全场白人老头老太最后鼓掌认真得不行。BP强力选手水平,铁肩担道义，妙手著文章,4.0。1.年度群戏典范，管中窥豹之作，聚焦天主教性丑闻。2.媒体步步求证，层层剥开宗教系统的腐朽内里。3.为什么不早一点，早一点我们在哪。,国内记者看来更像是一曲纸媒悲歌，近年国内调查新闻环境每况愈下，传统名牌报纸、电视调查栏目纷纷衰落，不仅仅是舆论环境持续收紧，未被政治打败的，也被资本击垮了。对我们而言，这是一部屠龙之技的鸡血片。
一次别离 جدایی نادر از سیمین,8.7,49042,真心好片，基本可以给五星。肯洛奇（重叠对话）+达内（手持摄影及剧作）+基斯洛夫斯基（道德故事）却不失伊朗本身的位置，基本超出了东方主义的规定。故事做得很复杂（只是因为拿掉了两个关键镜头！），拿捏“政治正确”真是精到舒服，可怜之人必有可恨之处。空间设置很精细，剪辑风格大赞。光糙了……,人与人之间的隔阂，阶级与阶级之间的对立，信仰与现实之间的两难抉择。没有对错之分，只有立场的不同与现状的无奈。,4.5。一次即永恒！①着意隐去匠气，还故事以挚诚本真，唯象征私隐于后。②一席黑头巾掠过楼道、车流。③隐匿于镜头外的西方理想国。④你怎么敢看着我的眼睛撒谎！⑤古兰经的存在一度置瑞茨于人性罪责和信仰之间，如替老人洗澡、告白真相等。⑥玻璃门之隔。,一个战争与宗教包围着的国度奉献的一部佳作，可以称之为实至名归的金熊奖最佳影片。大量的手持镜头，用客观而冷峻的镜头讲述着两个平凡家庭的琐碎与冲突，人物刻画入木三分，故事的悬念更是凭借着适当的掌控丝丝入扣，直到电影完结仍使观众处在情绪当中。★★★★☆,格局无需大，笔触只要深。
驴得水,8.3,156846,这样的剧本，这样的电影，任凭你们怎么说风凉话，都休想模仿出来，国产片的普通货色离它差距太大。,1.库斯图里卡的癫狂、荒诞+法哈蒂的困境、冲突，而这...其实在中国这片土地上随处可见；2.追求自由的人，死了；3.愤怒的人，成了听话的牲口；4.宽容的人，成了小人；5.淳朴的人，成了恶棍；6.正面向上的人，总在行骗；7.就让我们忘掉过去吧，才能继续作为“人”活下去。,锋芒毕露，前所未见的作品，不要当作喜剧片看，剧本是真的厉害！为中国电影骄傲，我们又多了两位优秀的年轻的导演/编剧。,普通观众全嗨了，说这才是国产佳作;电影专业人员全崩溃了，说这是舞台剧不算是电影。讲真，我觉得当一个作品只剩下它的形式能被人吐槽的时候，已经足以证明其成功。不管它是啥，哪怕我是去电影院看话剧了，我还是觉得，甚好，没错过这个乌龙甚好。,悲叹的是被压迫的是女性，欣慰的是觉醒的也是女性
黑鹰坠落 Black Hawk Down,8.7,28257,这是我看过的美国战争大片中最为经典的一部,16年之后（2017年）再看这部电影，更能体会到它的伟大——它开创的现代战争片电影美学，迄今没有人能够超越。,只有死亡才能看到战争的结束..,虽然长达2个半小时的片长，但能够记住的角色却几乎没有，甚至可以说，这片没有剧情……影片想高度还原一场战役的细节并非不好，但整部片子除了不断开枪开枪再开枪，却缺少对战争本身的思考，视野狭隘。同样是讲述小部队的命运，本片的制作理念和《从海底出击》几乎相反，而这也是我不喜欢本片的原因。,背景乐配的超级赞！！。。动作和阵容十分强大，但是这样的战争，感觉美国多管闲事害了自己。。经典台词：不是我们想去做英雄，只是时势造英雄。PS：华丽丽的hugh是医官（就是满脸是血那个，和josh一起抢救别人的医官），orlando刚出来就坠机，ewan猥琐的倒茶兵。汗颜。。
我爱你 그대를 사랑합니다,9.0,29996,你说，如果到人生的尽头，还没找到牵手的人，那咋办啊？,你要相信，这世上真的有爱存在，不管在什么年纪,有些爱情，只有死亡能把它隔断；也有些爱情，它能把死亡也隔断。,用力有一点点的··过猛····,不论到了何时，都不该失去爱的勇气和能量。如若是我，我会选择跟爱人一直走到生命尽头，并一同死去。下辈子能不能重新再在一起？这个答案交由老天来定断。
发条橙 A Clockwork Orange,8.5,50978,如果人甚至没有选择邪恶的权利，那还是人吗？,影片通过一个漫长而完满的暴力实验揭示了这样一个道理：人们对待暴力与对待行为准则的态度不经意间便自相矛盾，既反对暴力又以暴制暴，西方社会一直追寻的人性在影片中却不复存在，这使影片给人一种飘渺洪荒的感觉，而对社会政治的深刻嘲讽以及人的生活信念的崩溃与迷茫也表达着一种深切的探索精神~,我也想买那个瓷的大JJ,经典的3p节奏..漂亮干净的画面,成功预言了杨永信的电击疗法。
千钧一发 Gattaca,8.8,37505,看了这部《千钧一发》，没想到还真不错，男煮饺儿追求梦想时不给自己留任何后路的精神真鸡巴励志啊……这种励志非心灵鸡汤式励志，而是心灵牛鞭汤式励志……我们曾经都是星尘，莫名其妙地来到了父亲的睾丸里，来人世走一遭后重新变成星尘……反正迟早变星尘，不如追梦尽情活…… ,现在再看，还挺腐的。。。,人类的历史就是一部歧视史，财富、地位、年龄、性向、肤色...基因决定人生，不过是把这种歧视从人的出生开始以科学的形式固定下来。电影想讲述的是：我也许没有伟大的基因，但我有一颗造梦的心——我就是那个统计学上渺小到不计、但没人可以抹去的1%。,这名字译得太搞了～＝＝,科幻版天才雷普利
E.T. 外星人 E.T.: The Extra-Terrestrial,8.6,26620,断断续续看过很多次，而且都是很多年前，看完整版还是第一回，自行车突然飞腾的时候多少有些激动。童心与童年爱做的梦，属于童年的故事。, 老了老了再看这个能有啥味儿？,电影超越一切隔阂，以一个单纯却永恒的故事打动人心，片中童话般的情节和寓言式的启示让观众笑中带泪。,E.T.爹妈就是那种去一趟动物园会把孩子落下，还好几天没发现的糟糕家长吧,"斯皮尔伯格的温情科幻童话。1.摄影考究,ET与Elliott主观视角镜头纵贯全片,柔焦与梦幻布光。2.金属钥匙碰撞作为声音符号。3.双人舞场景迷幻朦胧,垫脚男孩=花式虐狗?4.单车翱翔于银色月光下,童年的美好梦境。5.初次相识的手势模仿与[德州巴黎]父子复认的倒行相映成趣。6.盆花的荣枯牵动人心。（8.8/10）"
撞车 Crash,8.6,42295,在美国生活后对片中的情节感受更深。我们知道种族歧视不好，知道自己也是所谓的“弱势群体”，但当我们看到街上成群结队的黑人，我们还是会感到害怕厌恶。我们明明做人都恪守准则，但还是有人对黄种人有偏见。当我们在努力为自己这个种族证明时，我们总会有同胞在拖后腿。生活就像撞车，有因不一定有果,小孩子那幕。,這個奧斯卡贏得值而且贏得漂亮！我愛隱形斗篷那個故事，太棒了！,奇迹、正义和爱皆无处不在..先说缺点：收尾相对较一般，加入中国人稍有做作感，父亲是糖尿病的警察的那条线，主轴上稍微有些交待不清，奥康纳那条线也有些不够力度..除开这些以外，通过各种犯罪来探讨种族与隔膜并非新鲜事，但仅仅那双隐形的天使的翅膀，仅仅那一组镜头和铺垫就已经值得五星的评价,喜欢这种看似毫无关联却关联紧密的小电影儿。
网络谜踪 Searching,8.6,96878,Bieber concert (confirmed),约翰赵怎么可能会生出这么丑的女儿！！,确实是重新解读电影语言，节奏快且充满代入感，我们每一天不就是这样过吗。给剪辑师加鸡腿！故事本身讲得也好，情感和悬疑结合完美，铺垫好家庭背景之后所有发展都顺理成章又出人意料，换一个老爸能火眼金睛至此可能会显刻意。题外话：John真是英俊啊我从进剧院第一眼看到他开始就不会呼吸了妈呀,为杰伦疯狂打call！,评价名不符实…《暗网》先入为主，这部就一点也不惊艳了。
四个春天,8.9,42751,看哭了。倒不是说这片子拍得多么惊世（当然导演本来就是一枚文艺大叔&很棒的图片摄影爱好者，对影像有很强的敏感度，拍出一份质朴的诗意），主要是这对老人家太令我羡慕和感动了，这就是中国家庭最缺失的爱的教育啊，小时候梦想中其乐融融的家庭氛围。他们将岁月的苦难化为财富（生活能力极强，除彼此不依附任何人，对一切事物尤其文化生活有强烈的好奇心），展现出超乎常人的乐观、豁达、坚韧与感染力，拍成连续剧我都愿意看。古...,纪录片直击穷山恶水黑社会是一种力量，记录柴米油盐酱醋茶也是一种力量。我们的家庭叙事中很少见到这样豁达与乐观的父母辈，他们对生活中具体的一餐一饭一花一草一事一物真心好奇，真心感恩，真心享受。父亲无论遇到什么事，都笑着说“好玩得很”，看见红亮腊肠慨叹一句“安逸”，看燕子筑巢，看荆条发芽，吹一支蒲公英，这些不是文艺青年的摆拍，是来自真实生活中的点滴情趣，它本应是生活的本意，只是长久地被尘埃覆盖。这其中也...,观影完，有人说想到沈从文笔下的湘西，但我第一反应想到的倒是《徒然草》里的一句话：“仔细想来，我在世上已经了无牵挂，只对于时序节令的推移，还不能忘怀。”时光迁流、景致变化，在东亚文艺传统中原就包含了最深的人生感受。日本电影《古都》也是。现在倒是中国人多失去了这种敏感。,日本有《人生果实》，韩国有《亲爱的，不要跨过那条江》，我们也终于有《四个春天》了。辛波斯卡写“就让那些从未找到幸福爱情的人，不断去说世上没有这种东西，这信念会让他们活得较轻松死得较无憾”——是真的没错，毕竟平成的我们要上哪里去找一个会五六种乐器、会唱歌会跳华尔兹、会书法会视频剪辑、会修家具修电器、会种菜会养蜂、会做家务还超关心我的爱人啊！！！,普通人的生离死别，真情实感打动人。陆庆屹导演的这部作品，其中的共情，以及产生的共鸣感太强了。豆瓣大V圈真是藏龙卧虎，又给了人惊喜。
梦之安魂曲 Requiem for a Dream,8.7,42493,我操 真他吗黑色……不论你有多开心 看完这片你就感同身受了……,一场没有春天的噩梦,所有欲望都消失了。只有两部片子让我如此悲伤，悲伤到呕吐：一部是《幸福》，另一部就是《梦之安魂曲》。,生活都是谎言，只有梦能带来安稳；爱 健康 快乐 都去死吧。,一如既往的匠气，视听则非常过度，不是重口味而是语言上不知节制堆砌的差品味。剧本是典型自以为高明的美式多线程，无非是形式填塞浅薄内容表率。这种胡里花哨噱头电影最经不起时间考验，因为充满了可学视觉技巧，大家都玩烂之后，就会写满了过时两个字。
