电影名称,评分,短评数量,热门短评1,热门短评2,热门短评3,热门短评4,热门短评5
浪潮,8.7,全部 45762 条,奇怪的不是獨裁者而是服從者,由个人魅力领导 不平等社会因素推动的独裁主义遏制除领袖外一切个人主义 妄图以集体的力量去对抗所有不平等 逃避现实 忽视个体的重要性 只要还有贫富不均 那么法西斯主义的民众基础永远都会有的 ,浪潮的手势和上好佳广告里的手势95%相似。,只用了五天时间的“微型纳粹养成课“，最正常的学生往往是最不正常的。,存在即是合理，没有什么主义生来就带着正与邪，集权主义相比自由主义，首先在效率上就是天上地下，对于弱势群体的保护也是自由主义不能相比。为什么最后会走偏，症节就在人的劣根性，这是无解的！马克思哲学提出以变化发展眼光看问题就是这个道理。有人参与其中的任何思想或运动，到最后一定会脱离初衷
朗读者,8.5,全部 57370 条,要不是那天的呕吐，也就不会有这么一段爱情。,汉娜热衷于倾听朗读，她对文化世界中的美好事物的向往越强烈，她对自己文盲身份的厌恶和恐惧也就越强烈，这是同一种感情的两面。这让她近乎疯狂地走上了一条维护、追求尊严的道路，为此不惜撒谎，抛弃工作和爱她的人。为了守护秘密，你会走多远？,"Only one thing can make a soul complete, and that thing is love.",看了爱乐之城，毫无感觉，还以为自己麻木了呢，翻到这部片子，一对比，才知道不是我的问题,还好她选择了自杀……
彗星来的那一夜,8.5,全部 79243 条,镜头晃啊晃啊晃啊晃啊八个人叨逼叨逼叨逼叨逼停电了继续叨逼叨逼叨逼叨逼卧槽多重世界还是叨逼叨逼叨逼叨逼死人了杀人了昏倒了天亮了完全疯了~~~引入薛定谔猫实验，借着平行空间，用混乱叠加的时空展示量子力学理论或揭露黑暗人性都显得过于牵强。,平行时空不稀奇，神奇的是各路平行时空的交汇之后混乱的生活，看完真的有点恐怖。★★★★☆,真·烧脑，认真看了两遍。第二遍主要注意一些细节，杯子啊衣服扣子啊还有走错门二人组拿箱子跑的时候塞进去的隔热手套……最后总结，如果以女主视角来看，到她落单遇上伪老公吓回屋子往后，身边已经没有一个是最早跟着出来的那拨人了，一个觉得自己被全世界抛弃的人其实做出什么来都不奇怪啦,极低的成本，靠对白和设定竟然构建了一个还不错的故事，手持摄影比较克制，家庭DV的效果正合适本片想要营造的氛围。最后那一通电话，比较多余，其实停留在两个戒子的画面，会比现在这样好。,叨逼叨叨逼叨叨逼叨卧槽停电了叨逼叨叨逼叨卧槽那些人是谁叨逼叨叨逼叨卧槽多重世界叨逼叨叨逼叨死人了杀人了昏倒了天亮了完全疯了的片子设计感很重但是巧妙，不过最后居然是部女性心理研究片。惊喜稳步送上，最后几分钟简直超乎想象。【卧槽怎么有人抄袭我短评啊】
步履不停,8.8,全部 46809 条,我了解关于生命的哀伤，总是静默的，漫长的。,"夏至横山家，
小津屋檐下，
周围二三事，
外婆炸玉米，
攀折紫薇花，
追逐黄蝴蝶。
淡然疗心伤，
四肢渐愈合。
有了伴的路，
步履停一停；
牵了手的手，
岁月不回头。
",试图用一个特殊的日子来讲述横山家数十年来的漫长岁月，不运用任何插叙，只是让时间一点点流过，从各人间的对话中了解这个家庭久远已逝的一切哀痛压抑温馨喜悦，然后日子还得淡淡前行。每个人物都刻划得立体有力，但是片长四分之三再往后有些情节：如蝴蝶入屋、孩子晨祈愿、多年后生孩子也开车等稍刻意,是枝裕和的巅峰之作。淡淡的散文化叙事，琐碎平静的日常生活深处潜伏着暗流与潮涌，不动声色而令人莞尔的细节，可爱丰满的人物，凝练而善于留白的对白，耐人寻思的镜头里，是小津逝后的导演们再也拍不出来的日本，和至纯的醍醐味。,生活尽管再平静偶尔也有波澜 不停走着有些东西还是趕不上。
疯狂的麦克斯4：狂暴之路,8.6,全部 82280 条,近年来最具作者性最有风格的好莱坞动作片，且完成度极高，其存在堪称奇迹。单是前30分钟就已经嗨翻天，风暴戏的配乐简直神来之笔！邪典味的疯劲贯穿全片，文戏少没废话直接爽，如此雄性的动作电影竟然没有直男癌反而讲了一个女权觉醒的故事，片中每一个女性角色都实现了自我价值。PS：电吉他碉堡了！,勉强上5星。很爽，这个爽并不来自动作，而来自各种邪典的设计。镜头和剪辑也很到位。有些邪典设计实在太逗了，一帮人开着改装车掐架，旁边还有个弹吉他助威的，后面一片大喇叭，这个场景可以进年度邪典场景前10了吧。,教无脑CG片做人的节奏。,情节？情节？老子的贝斯都可以喷火了！还要特么什么情节！,乔治米勒打造的末日世界完成度之高毫不逊色于中土和潘多拉星，应接不暇的追车打斗和爆炸的场面设计不断刷新着观众的极限，结尾更是将主题升华成一出女权主义的颂歌；如果将本片比作一部奔驰的法拉利，素鸡最多算辆轮椅
色，戒,8.4,全部 74815 条,我怎么一点不觉得色情呢。。。。,好一个汤唯,从头笑到尾 抱歉。。。王力宏的出演简直是本片最大的灾难。。。,李安的控制、梁汤和几个配角的表演，台词，场景，摄影，剧本，音乐，都几近完美。非要挑骨头的话，大概就是抗日大背景交待不够，无法形成王佳芝愿意作如此牺牲的充足理由。,对，我是一个很在意细节的人，甚至有细节偏执狂的倾向。我喜欢王佳芝的嘴角总是倔强地微微翘起，在父亲寄来结婚照片她发去贺信的时候，在她为了王力宏那一心复仇的疯狂甘愿把自己最宝贵的给一个不相干的人的时候，在她接到梁朝伟太太电话的时候，在她和他纠缠在一起的时候，在她看到足以让世界上所有女人疯狂的“鸽子蛋”的时候，在她确认自己是真的爱上他救他一命的时候，她嘴角的弧度，堪称完美。
遗愿清单,8.6,全部 46956 条,在电影最后卡特的念白声中，科尔来到女儿家，俯身亲吻美丽的孙女，随后划去“亲吻世上最美的女孩”，我就开始哭，一直哭到电影结束，太温暖了，这个故事仿佛离我很远啊，可我为什么会被感动成这样子。,渐入佳境，直击心灵。老卡特的问题：在你的生命中，是否有过欢乐？那你这一生，有没有给别人带去快乐？爱德华的经验：想尿别谦让，硬了就快上，屁要小心放！,喜欢定好小计划然后一一划去的小成就感,Fing the joy in your life...在巴黎吃早饭，去香港吃午餐，溜弯儿到长城飙摩托，插缝跳伞，赛车，开飞机去金字塔和泰姬陵……两个老头去全世界旅游，用剩余不多的时间，去燃烧他们的整个生命。我也想如此来一次生命的释然！“这个故事里总有一些你因为今生没有做过而无限懊恼的事情。”When he closed,"so one day when i go to some final resting place,if i happen to wake up next to a certian wall with a  gate i hope that you are there"
大佛普拉斯,8.7,全部 65798 条,「雖然現在已經是太空時代了，人類可以搭乘太空船到達月球，但卻沒辦法看穿每個人心裡的宇宙。」,生而平等是不存在的，死而平等也是不存在的，唯有人类永生的孤独是众生平等的。,有点茶馆听说书的感觉。市井乡氓的卑贱生活，乱象丛生的台湾社会，咿咿呀呀的旁白带来拍案惊奇的效果。在低俗猥琐中接地气，在黑色荒谬中怜悯，人生已是烂泥打滚，揣着一颗佛心才能普度——对小人物来说，平安是福...,放在华语片大年依然是一骑绝尘的好 诙谐过后透着悲悯 前50分钟是小聪明 后50分钟是大智慧,殘酷的是...僅僅是觀看這些人的日常生活都有些獵奇，把悲傷的事情用喜劇來表示，更顯荒謬
小萝莉的猴神大叔,8.4,全部 82957 条,近期唯一泪眼朦胧的电影，不能说电影拍的有多好，只是题材上升到了一种高度，宗教，政府，国家其实都是为人服务的，在爱的面前，这些都要让路，人性是能冲破这种种隔阂最后让奇迹出现发出呐喊声音的，也能判断是非对错的，哪怕那些违犯法律，制度，可这尊重人性，最后的最后那场景的确很震撼。,不说了，洗脸去了,9.有两部宗教相关在前，还可以上升到核心问题。是该片最成功的能量之源。用温情、歧视、信仰和煽情包装的政治隐喻片。折射的却是千百年来相似的问题。从自身宗教的教义瓦解，到全民价值观的取胜。影视剧里帮助完成的，是现实胆小冷漠旁观。“世上所有的安逸都在你脚边，信徒在你仁慈的庇佑下无所畏惧”,太好看了！歌也好好听！哭了好几次，太感人了,1.故事开场的设定还是偏向悲剧的，直到小萝莉遇上猴神大叔才开启喜剧模式，……看得我“悲喜交加”；2.再见《三傻》的Pia，只是如今的Rasika变得更加“丰满”了；3.风景摄影太美，沙希达在山坡奔跑的画面瞬间联想到《阿尔卑斯山的少女》；4.结尾的分别戏怒赞（加★），直接将寻亲主题升华到民族矛盾！
再次出发之纽约遇见你,8.5,全部 73683 条,Keira Knightley的衣服真好看，穿出一种闲闲的、不用力过猛的精致。平胸果然是王道，轻盈、削薄、纤细…像未发育起来的小女生，又像清秀版的小男生。只要不用那著名的下巴颏演戏，KK也不是很讨厌嘛。Mark Ruffalo这只卷毛，每次出来我都想让女猪脚跟他滚床单否则不能尽兴究竟是什么心理。,电影给4星，歌曲加一星。原声带真的是要进入本年度最佳电影原声候选了。,一部好听的电影，来自《曾经》导演新作。由音乐串起来的电影，音乐密布全片，角色的快乐、难过、愤怒、释放，所有表达感情的方法都是音乐。由于原声非常好听，观众也很接受。影片关于一群音乐文青如何用他们的独立音乐对抗世界，虽然很理想主义，但愿望是美好。音乐从心开始。,用音乐写给城市的情书，不算新鲜但很讨人喜欢。,好听、好看的小清新。最棒的是两人没上床，连个吻都没有。
追随,8.9,全部 30956 条,诺兰的牛逼来源于内心散发出的恐惧。,虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相,两个发现，一个主角叫Cobb，另一个主角房门上有个蝙蝠侠标志。,关掉声音你会以为这是新浪潮。,天哪，太厉害了，一步步把人引向深渊，不论是男主角还是观众！这就是几千美元成本的电影啊，真是一切皆有可能。。我是多么喜欢最后一个镜头啊！诺兰是神啊。。。
